transaction_id,customer_id,transaction_date,store_id,payment_method,discount_applied
T001530,C00360,2025-06-18,S004,Credit Card,0.0
T001531,C00099,2024-12-02,S018,Bank Transfer,0.3
T001532,C00032,2025-06-26,S022,Momo,0.0
T001533,C00375,2026-02-06,S013,VNPay,0.2
T001534,C00345,2025-08-12,S022,Bank Transfer,0.05
T001535,C00451,2024-07-09,S005,ZaloPay,0.1
T001536,C00257,2024-04-27,S008,ZaloPay,0.0
T001537,C00269,2025-12-07,S019,Bank Transfer,0.0
T001538,C00739,2025-07-01,S005,Bank Transfer,0.0
T001539,C00397,2024-02-02,S006,ZaloPay,0.0
T001540,C00135,2026-01-18,S021,ZaloPay,
T001541,C00379,2025-12-22,S025,Bitcoin,0.1
T001542,C00437,2026-01-15,S018,Momo,0.05
T001543,C00632,2025-08-15,S012,Momo,0.15
T001544,C00592,2024-06-23,S015,Credit Card,
T001545,C00006,2025-09-16,S014,Bank Transfer,0.0
T001546,C00164,2026-03-21,S006,VNPay,0.1
T001547,C00337,2025-09-07,S018,ZaloPay,0.0
T001548,C00076,2024-05-05,S012,Credit Card,0.3
T001549,C00055,2024-10-31,S002,Momo,0.15
T001550,C00115,2025-09-25,S023,Credit Card,0.15
T001551,C00738,2025-08-08,S022,ZaloPay,0.0
T001552,C00256,2025-05-19,S020,ZaloPay,0.0
T001553,C00072,2024-06-22,S011,Credit Card,0.05
T001554,C00245,2024-10-08,S021,VNPay,0.0
T001555,C00074,2025-09-16,S025,Bank Transfer,0.0
T001556,C00344,2025-01-24,S005,Bank Transfer,0.05
T001557,C00338,2024-12-28,S001,ZaloPay,0.0
T001558,C00458,2025-04-27,S019,Unknown,0.0
T001559,C00176,2024-03-10,S008,Bank Transfer,0.1
T001560,C00032,2025-10-01,S002,VNPay,0.0
T001561,C00016,2024-12-24,S020,,0.05
T001562,C00153,2026-03-01,S016,ZaloPay,0.3
T001563,C00400,2026-03-02,S018,Cash,
T001564,C00475,2025-05-29,S004,Bank Transfer,0.0
T001565,C00680,2025-06-30,S014,,0.25
T001566,C00080,2025-01-26,S018,Bank Transfer,0.0
T001567,C00076,2024-07-31,S009,Cash,0.25
T001568,C00800,2025-10-05,S016,VNPay,0.0
T001569,C00010,2025-07-17,S016,VNPay,0.05
T001570,C00685,2024-05-29,S013,Unknown,0.05
T001571,C00732,2024-02-04,S005,VNPay,0.15
T001572,C00008,2026-02-20,S013,Credit Card,0.0
T001573,C00075,2025-03-19,S009,Momo,0.0
T001574,C00146,2025-10-06,S011,Credit Card,0.0
T001575,C00575,2025-07-01,S018,ZaloPay,0.2
T001576,C00712,2025-11-22,S001,Momo,0.0
T001577,C00725,2025-11-27,S006,VNPay,0.0
T001578,C00081,2025-10-20,S011,Momo,0.2
T001579,C00120,2025-12-18,S022,Momo,0.0
T001580,C00282,2024-10-28,S020,Credit Card,0.05
T001581,C00091,2025-05-11,S004,VNPay,0.0
T001582,C00675,2025-02-11,S001,VNPay,0.1
T001583,C00374,2023-10-23,S018,Cash,0.0
T001584,C00330,2025-12-09,S009,VNPay,
T001585,C00033,2025-09-06,S008,Momo,
T001586,C00318,2024-12-10,S025,Bank Transfer,0.1
T001587,C00034,2025-01-30,S017,Credit Card,0.0
T001588,C00097,2023-10-20,S009,VNPay,0.0
T001589,C00060,2025-02-14,S011,Cash,0.0
T001590,C00479,2025-07-31,S023,Bank Transfer,0.0
T001591,C00038,2025-04-16,S021,Momo,0.25
T001592,C00112,2026-03-20,S018,VNPay,0.05
T001593,C00319,2024-03-19,S008,ZaloPay,0.0
T001594,C00518,2026-02-01,S011,Credit Card,0.15
T001595,C00570,2025-12-29,S008,Credit Card,0.0
T001596,C00267,2025-03-07,S017,Momo,0.05
T001597,C00585,2024-04-09,S009,Cash,
T001598,C00586,2024-08-13,S023,Bank Transfer,0.1
T001599,C00088,2026-02-08,S021,Unknown,0.0
T001600,C00378,2025-03-15,S017,VNPay,0.15
T001601,C00338,2025-04-01,S019,Bank Transfer,0.3
T001602,C00562,2025-06-05,S016,Credit Card,0.3
T001603,C00250,2025-04-28,S013,Bitcoin,0.0
T001604,C00210,2024-05-17,S009,Bank Transfer,0.0
T001605,C00173,2024-01-14,S005,VNPay,0.25
T001606,C00665,2023-12-25,S017,Bank Transfer,0.3
T001607,C00105,2024-08-02,S004,Momo,0.0
T001608,C00315,2024-01-08,S004,VNPay,0.0
T001609,C00038,2024-07-15,S007,Credit Card,0.05
T001610,C00041,2024-06-22,S021,Credit Card,0.25
T001611,C00191,2025-09-25,S007,Bank Transfer,0.0
T001612,C00026,2026-01-12,S024,ZaloPay,0.0
T001613,C00159,2025-05-28,S011,Cash,0.3
T001614,C00743,2025-06-07,S013,Credit Card,0.0
T001615,C00602,2024-06-17,S012,Credit Card,0.0
T001616,C00079,2025-07-18,S019,ZaloPay,0.2
T001617,C00309,2025-09-29,S025,ZaloPay,0.0
T001618,C00071,2026-01-09,S005,VNPay,
T001619,C00128,2024-12-15,S017,ZaloPay,0.15
T001620,C00369,2025-01-02,S020,Credit Card,0.0
T001621,C00314,2025-06-26,S001,Credit Card,0.0
T001622,C00216,2024-04-07,S013,Credit Card,0.0
T001623,C00693,2024-06-10,S012,Bank Transfer,0.0
T001624,C00181,2024-12-25,S015,Momo,0.1
T001625,C00010,2026-03-11,S004,VNPay,0.25
T001626,C00092,2024-09-16,S019,ZaloPay,0.0
T001627,C00365,2025-12-27,S011,Cash,0.2
T001628,C00536,2026-03-13,S024,Momo,0.0
T001629,C00311,2024-06-11,S016,ZaloPay,0.0
T001630,C00109,2025-02-22,S012,VNPay,0.0
T001631,C00091,2025-10-20,S011,Cash,0.0
T001632,C00111,2025-03-17,S016,Credit Card,0.15
T001633,C00063,2025-11-19,S017,Credit Card,0.15
T001634,C00244,2025-02-26,S003,Credit Card,0.05
T001635,C00796,2023-07-24,S012,Credit Card,0.1
T001636,C00729,2024-11-25,S023,Cash,0.0
T001637,C00060,2024-12-15,S004,Momo,0.0
T001638,C00105,2024-09-10,S015,Credit Card,0.2
T001639,C00056,2025-04-22,S019,Cash,0.25
T001640,C00090,2024-05-24,S021,VNPay,0.15
T001641,C00668,2025-10-12,S015,Bank Transfer,0.2
T001642,C00793,2024-12-18,S004,Credit Card,0.3
T001643,C00504,2025-07-01,S010,Credit Card,0.0
T001644,C00006,2025-05-14,S005,VNPay,0.15
T001645,C00156,2025-08-13,S015,VNPay,0.0
T001646,C00524,2026-02-26,S011,ZaloPay,0.0
T001647,C00623,2025-08-07,S002,Bank Transfer,0.05
T001648,C00249,2026-01-25,S010,,0.15
T001649,C00723,2025-01-10,S010,Bank Transfer,0.0
T001650,C00058,2025-06-29,S015,Cash,0.3
T001651,C00011,2025-06-10,S012,Momo,
T001652,C00120,2025-10-28,S011,Cash,0.0
T001653,C00011,2025-08-16,S004,Bank Transfer,0.15
T001654,C00410,2025-06-29,S005,Bank Transfer,0.0
T001655,C00562,2025-10-06,S009,VNPay,0.0
T001656,C00690,2025-06-07,S012,,0.0
T001657,C00015,2025-04-26,S011,Credit Card,0.3
T001658,C00082,2025-08-02,S020,Bank Transfer,0.0
T001659,C00761,2025-08-15,S007,Gold,0.1
T001660,C00742,2024-09-02,S025,Cash,
T001661,C00181,2024-05-25,S001,Momo,0.0
T001662,C00266,2024-10-15,S003,ZaloPay,0.15
T001663,C00752,2024-12-10,S019,Cash,0.0
T001664,C00008,2026-02-23,S014,VNPay,0.2
T001665,C00055,2023-08-12,S018,,0.0
T001666,C00088,2024-11-03,S005,Momo,0.25
T001667,C00051,2025-07-28,S016,Credit Card,0.05
T001668,C00045,2024-08-06,S001,Momo,0.1
T001669,C00059,2024-10-24,S018,Bank Transfer,0.0
T001670,C00101,2026-02-28,S002,Bank Transfer,0.0
T001671,C00662,2025-01-08,S009,Credit Card,0.0
T001672,C00716,2024-12-23,S001,ZaloPay,0.25
T001673,C00073,2024-04-17,S006,Bank Transfer,0.0
T001674,C00006,2025-01-20,S008,Momo,0.05
T001675,C00033,2025-08-21,S015,VNPay,0.0
T001676,C00459,2025-11-24,S003,Momo,0.0
T001677,C00208,2025-05-20,S003,Credit Card,0.15
T001678,C00169,2023-11-07,S014,VNPay,0.0
T001679,C00281,2025-11-25,S019,,0.3
T001680,C00146,2025-08-17,S025,ZaloPay,0.0
T001681,C00435,2025-10-24,S018,Credit Card,0.2
T001682,C00209,2025-06-24,S017,Momo,0.0
T001683,C00271,2025-01-24,S018,Credit Card,0.25
T001684,C00389,2024-01-18,S024,ZaloPay,
T001685,C00221,2024-11-30,S023,Credit Card,0.25
T001686,C00375,2024-04-05,S012,Credit Card,0.3
T001687,C00043,2025-07-01,S002,Bank Transfer,0.0
T001688,C00239,2024-12-02,S015,Momo,0.1
T001689,C00069,2024-10-08,S008,Credit Card,0.0
T001690,C00021,2026-03-03,S019,Cash,0.0
T001691,C00435,2025-10-30,S020,Momo,0.05
T001692,C00308,2025-09-15,S013,Bank Transfer,0.05
T001693,C00066,2025-09-06,S013,Credit Card,0.0
T001694,C00341,2024-06-02,S013,ZaloPay,
T001695,C00078,2024-08-03,S013,Momo,0.1
T001696,C00056,2024-09-03,S004,Momo,0.0
T001697,C00741,2026-02-12,S005,VNPay,
T001698,C00172,2025-04-06,S022,Credit Card,0.15
T001699,C00705,2025-12-10,S022,VNPay,0.0
T001700,C00765,2025-07-10,S003,,0.2
T001701,C00469,2024-12-15,S024,Credit Card,0.1
T001702,C00418,2025-02-15,S023,Cash,0.0
T001703,C00135,2026-02-17,S012,ZaloPay,0.0
T001704,C00353,2025-09-23,S013,ZaloPay,0.3
T001705,C00031,2024-11-15,S014,Bank Transfer,0.2
T001706,C00094,2026-01-29,S020,Credit Card,0.05
T001707,C00465,2024-03-13,S003,ZaloPay,0.0
T001708,C00717,2025-05-13,S010,Momo,
T001709,C00286,2025-12-11,S012,Bank Transfer,0.05
T001710,C00262,2025-09-12,S005,VNPay,0.0
T001711,C00016,2024-12-01,S010,Momo,0.25
T001712,C00559,2026-03-07,S007,Bitcoin,0.0
T001713,C00749,2025-02-13,S001,Credit Card,0.15
T001714,C00120,2025-10-05,S018,Credit Card,0.0
T001715,C00088,2026-02-18,S021,Credit Card,0.1
T001716,C00476,2025-07-02,S008,Bank Transfer,0.1
T001717,C00178,2025-03-22,S009,Cash,0.25
T001718,C00589,2025-07-26,S011,VNPay,0.15
T001719,C00020,2026-01-30,S016,VNPay,0.0
T001720,C00041,2025-08-25,S015,Cash,0.0
T001721,C00237,2025-07-15,S019,Credit Card,0.0
T001722,C00418,2024-10-16,S007,Bank Transfer,0.0
T001723,C00491,2024-11-17,S024,VNPay,0.2
T001724,C00115,2025-11-30,S022,Momo,0.0
T001725,C00037,2026-02-09,S012,Momo,0.3
T001726,C00165,2025-01-01,S017,ZaloPay,0.0
T001727,C00424,2024-09-23,S017,???,
T001728,C00051,2025-04-12,S004,VNPay,0.25
T001729,C00214,2024-11-19,S023,VNPay,0.1
T001730,C00057,2025-11-02,S025,Credit Card,0.0
T001731,C00479,2024-10-11,S005,VNPay,0.3
T001732,C00199,2026-03-17,S023,VNPay,0.25
T001733,C00302,2025-01-13,S013,Momo,
T001734,C00083,2026-02-22,S004,ZaloPay,0.0
T001735,C00404,2026-01-27,S016,Credit Card,0.0
T001736,C00735,2024-11-27,S018,Cash,0.0
T001737,C00490,2025-07-24,S013,VNPay,0.0
T001738,C00643,2024-10-26,S022,Credit Card,0.05
T001739,C00738,2025-07-09,S003,???,0.0
T001740,C00129,2025-12-13,S019,Bank Transfer,0.0
T001741,C00375,2026-02-28,S012,Credit Card,0.0
T001742,C00410,2025-01-16,S009,Credit Card,0.05
T001743,C00094,2025-07-01,S022,ZaloPay,0.0
T001744,C00393,2025-10-17,S019,,0.05
T001745,C00368,2024-02-16,S008,Momo,
T001746,C00135,2025-08-06,S015,Bank Transfer,0.3
T001747,C00082,2025-12-30,S007,VNPay,0.25
T001748,C00025,2026-02-24,S001,VNPay,0.25
T001749,C00004,2025-10-21,S025,ZaloPay,0.1
T001750,C00054,2025-09-08,S018,,0.05
T001751,C00351,2026-02-09,S010,ZaloPay,0.0
T001752,C00417,2025-02-14,S001,ZaloPay,0.0
T001753,C00140,2025-10-10,S019,Bank Transfer,0.0
T001754,C00690,2025-11-07,S021,VNPay,0.0
T001755,C00048,2025-08-24,S019,Cash,0.3
T001756,C00021,2025-08-26,S017,ZaloPay,0.1
T001757,C00561,2025-06-21,S020,,0.15
T001758,C00612,2025-12-02,S022,ZaloPay,0.0
T001759,C00550,2025-10-04,S024,VNPay,0.0
T001760,C00073,2025-09-13,S020,VNPay,0.0
T001761,C00236,2025-02-12,S019,Momo,0.05
T001762,C00737,2025-12-22,S023,Credit Card,0.0
T001763,C00377,2025-02-09,S014,Bank Transfer,0.2
T001764,C00021,2025-06-09,S004,Bank Transfer,0.2
T001765,C00275,2025-06-07,S017,Momo,0.0
T001766,C00103,2024-08-04,S019,Cash,0.0
T001767,C00009,2026-02-17,S005,VNPay,0.0
T001768,C00505,2026-02-16,S024,Momo,0.1
T001769,C00043,2025-04-21,S019,VNPay,0.25
T001770,C00156,2026-03-11,S009,Bank Transfer,0.0
T001771,C00682,2025-07-08,S012,ZaloPay,0.0
T001772,C00780,2024-11-19,S005,Momo,0.0
T001773,C00034,2025-03-04,S014,Credit Card,0.25
T001774,C00677,2024-05-05,S001,ZaloPay,0.15
T001775,C00426,2024-12-20,S005,Bank Transfer,0.25
T001776,C00034,2024-09-11,S007,Momo,0.0
T001777,C00308,2025-02-17,S002,VNPay,0.0
T001778,C00097,2025-09-18,S011,Credit Card,0.0
T001779,C00043,2025-12-19,S013,Momo,0.0
T001780,C00033,2025-08-26,S014,Credit Card,0.1
T001781,C00587,2025-07-30,S001,Momo,0.05
T001782,C00048,2025-01-26,S007,Momo,0.0
T001783,C00488,2023-10-19,S008,ZaloPay,0.0
T001784,C00038,2023-09-07,S015,VNPay,0.2
T001785,C00739,2025-11-14,S005,ZaloPay,0.0
T001786,C00173,2025-07-09,S016,VNPay,0.25
T001787,C00612,2026-03-08,S004,Momo,0.2
T001788,C00237,2026-01-16,S018,Credit Card,0.1
T001789,C00112,2025-03-18,S003,,0.0
T001790,C00576,2025-09-25,S013,ZaloPay,0.15
T001791,C00217,2025-07-02,S015,Credit Card,0.0
T001792,C00007,2025-12-24,S004,VNPay,0.1
T001793,C00118,2025-02-07,S003,Bank Transfer,0.0
T001794,C00516,2025-05-12,S020,Credit Card,0.0
T001795,C00209,2025-04-16,S006,ZaloPay,0.1
T001796,C00059,2024-07-23,S006,Momo,0.0
T001797,C00596,2024-11-24,S007,Credit Card,0.3
T001798,C00057,2025-11-24,S001,VNPay,0.15
T001799,C00206,2025-08-16,S001,Bank Transfer,0.2
T001800,C00099,2025-04-06,S011,ZaloPay,0.25
T001801,C00082,2025-05-28,S022,,0.0
T001802,C00024,2025-09-02,S015,Momo,0.1
T001803,C00579,2024-12-29,S018,Bank Transfer,0.0
T001804,C00201,2025-09-24,S005,Credit Card,0.0
T001805,C00076,2024-08-02,S011,VNPay,0.25
T001806,C00199,2025-01-24,S021,VNPay,0.0
T001807,C00043,2025-01-31,S022,VNPay,0.2
T001808,C00235,2025-12-10,S021,Credit Card,0.0
T001809,C00443,2024-10-30,S006,Credit Card,0.0
T001810,C00343,2025-12-25,S018,ZaloPay,0.15
T001811,C00457,2025-08-04,S017,Bank Transfer,
T001812,C00785,2026-01-18,S005,Credit Card,0.25
T001813,C00119,2025-09-27,S017,VNPay,0.1
T001814,C00599,2024-10-19,S021,Bank Transfer,0.0
T001815,C00232,2025-04-28,S010,Bank Transfer,0.0
T001816,C00024,2025-05-27,S001,Credit Card,0.3
T001817,C00382,2025-07-03,S019,ZaloPay,0.0
T001818,C00609,2025-06-16,S019,Bank Transfer,0.2
T001819,C00131,2025-04-09,S002,Bank Transfer,0.05
T001820,C00070,2024-08-03,S013,Credit Card,0.0
T001821,C00121,2026-02-11,S012,Momo,0.3
T001822,C00394,2025-08-22,S023,ZaloPay,0.0
T001823,C00506,2025-10-10,S017,,0.25
T001824,C00163,2025-07-13,S017,Cash,0.25
T001825,C00071,2025-08-24,S010,Cash,0.0
T001826,C00201,2026-02-28,S007,VNPay,0.0
T001827,C00381,2025-05-06,S024,,0.0
T001828,C00367,2024-09-28,S016,VNPay,
T001829,C00771,2026-03-18,S012,Credit Card,0.0
T001830,C00348,2023-10-30,S014,VNPay,0.1
T001831,C00274,2025-12-20,S012,Momo,0.1
T001832,C00208,2026-02-09,S020,VNPay,0.0
T001833,C00204,2025-08-07,S011,,0.0
T001834,C00035,2025-09-10,S021,VNPay,0.0
T001835,C00369,2024-10-23,S001,VNPay,0.15
T001836,C00266,2025-05-12,S013,VNPay,
T001837,C00555,2025-08-21,S004,Momo,0.1
T001838,C00455,2024-05-19,S013,VNPay,0.2
T001839,C00082,2025-08-30,S017,Momo,0.0
T001840,C00059,2025-03-19,S002,ZaloPay,0.05
T001841,C00410,2025-01-27,S018,Bank Transfer,
T001842,C00401,2025-10-05,S018,Bank Transfer,0.2
T001843,C00040,2026-01-12,S022,Momo,0.15
T001844,C00058,2024-10-02,S012,Credit Card,0.0
T001845,C00046,2024-04-26,S013,VNPay,0.0
T001846,C00057,2025-11-18,S018,ZaloPay,0.05
T001847,C00203,2025-11-27,S014,Credit Card,0.0
T001848,C00183,2025-02-16,S002,Bitcoin,0.0
T001849,C00036,2025-03-18,S022,,0.05
T001850,C00005,2024-04-23,S013,Credit Card,0.0
T001851,C00794,2024-06-15,S006,Cash,0.0
T001852,C00732,2024-08-21,S022,Credit Card,0.1
T001853,C00116,2024-06-16,S013,ZaloPay,
T001854,C00288,2025-08-02,S006,Bank Transfer,0.0
T001855,C00107,2025-05-11,S003,ZaloPay,0.0
T001856,C00149,2025-01-10,S001,Momo,0.05
T001857,C00435,2025-12-12,S023,VNPay,0.0
T001858,C00259,2025-11-15,S018,VNPay,0.15
T001859,C00086,2024-04-30,S010,Momo,0.25
T001860,C00048,2025-02-10,S020,Credit Card,0.1
T001861,C00058,2025-07-30,S015,ZaloPay,0.0
T001862,C00272,2025-11-03,S004,ZaloPay,0.0
T001863,C00356,2025-10-02,S007,VNPay,0.0
T001864,C00063,2025-09-20,S017,Credit Card,0.0
T001865,C00156,2025-06-25,S023,VNPay,0.0
T001866,C00686,2025-03-15,S003,Bank Transfer,
T001867,C00016,2025-10-25,S015,ZaloPay,0.0
T001868,C00774,2025-12-02,S008,Credit Card,0.15
T001869,C00088,2024-10-03,S016,Momo,0.0
T001870,C00062,2026-03-21,S015,Credit Card,0.05
T001871,C00078,2024-11-03,S019,VNPay,0.05
T001872,C00135,2025-03-04,S023,Cash,0.0
T001873,C00366,2025-11-02,S008,,0.0
T001874,C00397,2024-12-09,S020,VNPay,0.25
T001875,C00384,2025-04-16,S025,Bitcoin,0.0
T001876,C00590,2025-11-29,S025,VNPay,0.0
T001877,C00465,2025-10-12,S017,Bank Transfer,0.0
T001878,C00158,2025-07-17,S005,VNPay,0.15
T001879,C00043,2025-12-26,S025,Momo,0.15
T001880,C00202,2025-06-19,S017,Cash,0.15
T001881,C00343,2025-07-23,S018,Bank Transfer,
T001882,C00652,2024-03-22,S018,Momo,
T001883,C00412,2026-02-09,S024,,0.25
T001884,C00041,2025-05-12,S005,Bank Transfer,0.05
T001885,C00102,2024-02-11,S012,ZaloPay,0.25
T001886,C00087,2023-11-28,S013,Credit Card,0.3
T001887,C00110,2025-07-30,S018,ZaloPay,0.2
T001888,C00142,2025-02-08,S019,,0.3
T001889,C00658,2024-01-19,S023,Momo,0.0
T001890,C00554,2026-01-02,S007,Bank Transfer,0.0
T001891,C00472,2024-04-28,S015,VNPay,0.0
T001892,C00326,2024-10-18,S019,Momo,0.0
T001893,C00785,2023-12-15,S014,ZaloPay,0.0
T001894,C00063,2025-03-26,S019,Momo,0.0
T001895,C00087,2023-12-21,S020,Momo,0.25
T001896,C00021,2026-01-06,S018,ZaloPay,0.25
T001897,C00032,2025-08-22,S010,Cash,0.15
T001898,C00105,2025-09-13,S023,Cash,0.0
T001899,C00464,2025-02-24,S002,VNPay,0.25
T001900,C00018,2025-06-10,S017,VNPay,0.0
T001901,C00238,2025-02-04,S019,Cash,0.0
T001902,C00122,2025-08-19,S019,Bank Transfer,0.0
T001903,C00259,2026-03-10,S011,Cash,0.0
T001904,C00353,2026-02-03,S005,Credit Card,0.1
T001905,C00411,2025-10-06,S021,VNPay,0.15
T001906,C00388,2025-09-23,S003,Momo,
T001907,C00304,2024-09-12,S017,Credit Card,0.3
T001908,C00249,2025-08-20,S004,Credit Card,0.3
T001909,C00335,2025-03-20,S001,Momo,0.15
T001910,C00435,2025-07-11,S021,Credit Card,0.0
T001911,C00035,2025-06-02,S025,Cash,0.0
T001912,C00260,2025-01-27,S004,Momo,
T001913,C00523,2025-12-02,S018,Cash,0.0
T001914,C00036,2025-07-21,S018,Bank Transfer,0.0
T001915,C00214,2025-09-06,S006,ZaloPay,0.0
T001916,C00107,2026-01-26,S023,Credit Card,0.25
T001917,C00025,2025-10-14,S010,ZaloPay,0.15
T001918,C00061,2024-09-27,S001,Bank Transfer,0.15
T001919,C00522,2026-02-14,S013,Momo,0.05
T001920,C00399,2025-04-15,S019,Momo,0.0
T001921,C00136,2025-01-28,S002,Momo,0.1
T001922,C00060,2026-01-03,S007,Momo,0.0
T001923,C00105,2026-02-17,S013,VNPay,0.0
T001924,C00530,2026-03-25,S011,Momo,0.3
T001925,C00457,2025-02-22,S019,Cash,0.15
T001926,C00195,2026-01-13,S008,ZaloPay,0.0
T001927,C00012,2025-01-23,S021,Momo,0.0
T001928,C00076,2025-10-26,S009,Credit Card,0.0
T001929,C00349,2024-10-18,S016,Bank Transfer,0.05
T001930,C00119,2025-08-30,S005,,0.05
T001931,C00755,2025-11-04,S012,ZaloPay,0.15
T001932,C00014,2025-11-16,S004,Credit Card,0.25
T001933,C00167,2025-11-03,S006,Bank Transfer,0.05
T001934,C00531,2025-11-17,S016,Bank Transfer,0.05
T001935,C00049,2024-06-21,S002,VNPay,0.15
T001936,C00133,2025-04-08,S017,VNPay,0.1
T001937,C00457,2024-10-07,S019,,0.1
T001938,C00007,2026-02-03,S013,VNPay,0.3
T001939,C00186,2025-08-06,S007,ZaloPay,0.0
T001940,C00006,2024-10-27,S017,Credit Card,0.0
T001941,C00261,2024-05-06,S014,Gold,0.0
T001942,C00503,2026-02-03,S024,VNPay,0.1
T001943,C00402,2024-02-12,S002,Bitcoin,0.0
T001944,C00038,2025-06-30,S024,ZaloPay,0.05
T001945,C00067,2026-02-20,S019,Cash,0.0
T001946,C00122,2026-03-15,S001,Bank Transfer,0.0
T001947,C00224,2026-03-19,S015,VNPay,0.2
T001948,C00143,2024-03-17,S013,ZaloPay,0.15
T001949,C00443,2025-08-06,S018,Momo,0.1
T001950,C00077,2026-03-14,S019,VNPay,0.0
T001951,C00668,2025-08-24,S003,VNPay,0.0
T001952,C00289,2025-05-27,S017,Momo,0.2
T001953,C00741,2024-03-28,S001,,0.0
T001954,C00313,2025-06-19,S019,Momo,0.2
T001955,C00196,2025-02-04,S023,Cash,0.0
T001956,C00753,2025-06-25,S017,VNPay,0.0
T001957,C00268,2025-08-20,S001,Momo,0.05
T001958,C00117,2024-07-01,S012,Unknown,0.05
T001959,C00038,2023-12-10,S003,Credit Card,0.2
T001960,C00290,2025-12-21,S004,,0.0
T001961,C00005,2025-03-19,S002,Momo,0.2
T001962,C00148,2023-11-12,S003,Gold,0.15
T001963,C00093,2025-02-18,S024,Credit Card,0.0
T001964,C00116,2025-02-06,S009,Momo,0.3
T001965,C00515,2024-12-11,S025,,0.0
T001966,C00194,2025-01-08,S015,VNPay,0.0
T001967,C00001,2025-10-17,S012,Momo,0.3
T001968,C00533,2024-07-23,S008,Bank Transfer,0.15
T001969,C00788,2026-02-20,S004,Momo,0.25
T001970,C00605,2024-06-07,S005,Credit Card,0.0
T001971,C00259,2024-11-23,S020,Bank Transfer,0.1
T001972,C00306,2024-05-19,S001,Credit Card,0.05
T001973,C00368,2024-04-24,S010,Credit Card,0.0
T001974,C00558,2025-07-21,S002,Bank Transfer,0.3
T001975,C00710,2026-02-23,S024,Credit Card,0.0
T001976,C00209,2025-08-26,S001,ZaloPay,0.25
T001977,C00373,2025-09-26,S025,Bank Transfer,0.15
T001978,C00620,2025-06-14,S008,ZaloPay,0.0
T001979,C00675,2025-07-13,S001,,0.05
T001980,C00494,2025-09-07,S003,ZaloPay,0.0
T001981,C00004,2025-11-17,S004,ZaloPay,0.0
T001982,C00094,2026-01-30,S021,Credit Card,0.05
T001983,C00146,2025-04-11,S003,Credit Card,0.0
T001984,C00524,2025-12-26,S004,Bank Transfer,0.3
T001985,C00096,2026-01-06,S004,,0.0
T001986,C00075,2025-05-12,S021,Bank Transfer,0.25
T001987,C00405,2024-01-13,S021,Momo,
T001988,C00182,2024-12-02,S001,VNPay,0.0
T001989,C00767,2026-02-14,S008,Bank Transfer,0.0
T001990,C00480,2025-01-01,S005,VNPay,0.25
T001991,C00113,2026-03-16,S014,Credit Card,0.0
T001992,C00308,2025-12-23,S012,Credit Card,0.15
T001993,C00051,2024-09-28,S006,ZaloPay,0.0
T001994,C00059,2025-03-20,S009,ZaloPay,0.25
T001995,C00080,2024-03-03,S023,Bank Transfer,0.0
T001996,C00008,2024-01-24,S024,Momo,0.05
T001997,C00125,2024-01-04,S007,Credit Card,0.0
T001998,C00696,2025-04-06,S005,ZaloPay,0.15
T001999,C00002,2025-05-30,S010,ZaloPay,0.3
T002000,C00594,2025-12-23,S016,VNPay,0.0
T002001,C00327,2026-03-04,S023,Credit Card,0.0
T002002,C00003,2026-01-28,S004,,0.0
T002003,C00338,2025-09-17,S004,Momo,0.1
T002004,C00630,2024-07-01,S016,Credit Card,0.0
T002005,C00295,2025-01-07,S012,Bank Transfer,0.0
T002006,C00623,2025-07-30,S025,Momo,0.0
T002007,C00009,2025-06-02,S015,ZaloPay,0.0
T002008,C00638,2024-06-25,S004,ZaloPay,0.05
T002009,C00152,2024-08-20,S007,ZaloPay,0.1
T002010,C00216,2025-01-20,S015,Momo,0.0
T002011,C00213,2024-12-15,S013,VNPay,0.0
T002012,C00327,2025-03-17,S005,VNPay,0.0
T002013,C00084,2025-12-18,S013,,0.0
T002014,C00071,2026-02-28,S013,Momo,0.05
T002015,C00711,2025-12-24,S002,Credit Card,0.25
T002016,C00240,2023-12-08,S006,Momo,0.3
T002017,C00045,2025-11-12,S001,Momo,0.2
T002018,C00561,2026-01-08,S007,ZaloPay,0.25
T002019,C00358,2025-06-21,S016,Momo,0.0
T002020,C00645,2025-03-02,S007,Momo,0.3
T002021,C00091,2025-06-22,S006,Credit Card,0.25
T002022,C00010,2025-12-13,S015,ZaloPay,0.25
T002023,C00114,2025-08-14,S018,Bitcoin,0.0
T002024,C00023,2025-03-21,S004,Credit Card,0.2
T002025,C00492,2024-10-17,S006,VNPay,0.0
T002026,C00408,2024-10-24,S004,Bank Transfer,0.0
T002027,C00010,2026-01-30,S015,,0.0
T002028,C00421,2024-10-14,S011,Momo,0.0
T002029,C00118,2024-11-19,S009,Credit Card,0.2
T002030,C00036,2025-06-18,S015,Bank Transfer,0.0
T002031,C00051,2025-03-13,S025,Cash,
T002032,C00201,2025-08-04,S025,Bank Transfer,0.0
T002033,C00461,2025-10-18,S013,Credit Card,0.0
T002034,C00056,2025-08-08,S023,ZaloPay,0.1
T002035,C00027,2026-01-16,S019,Bank Transfer,0.0
T002036,C00121,2026-02-04,S017,Momo,0.05
T002037,C00412,2024-07-02,S006,Cash,0.15
T002038,C00024,2025-01-30,S025,Momo,0.0
T002039,C00138,2024-11-06,S019,Credit Card,0.0
T002040,C00022,2024-10-30,S008,Credit Card,0.0
